Taxi ID,Date,Time,Latitude,Longitude,Temperature
104,2002/2/14,04:48:42.465008+01,41.89622485,12.54131971,5.894834192
104,2002/2/14,06:00:01.070439+01,41.99110296,12.49499463,9.253070881
104,2002/3/14,05:00:39.636432+01,41.92707286,12.48064998,6.898070318
104,2002/3/14,05:00:53.157577+01,41.92623654,12.48229497,8.91006345
104,2002/3/14,06:55:38.960357+01,41.92706073,12.50615034,9.964097552
104,2002/3/14,11:59:42.611283+01,41.91881662,12.47815965,10.7025376
104,2002/3/14,12:00:10.92701+01,41.91917043,12.47521381,15.28040169
104,2002/3/14,12:01:58.512325+01,41.92796889,12.4739298,13.45265347
105,2002/1/14,00:43:13.497474+01,41.92640877,12.50550743,5.582337617
105,2002/1/14,01:20:00.280361+01,41.86474534,12.47894456,6.842544707
105,2002/1/14,02:50:08.410082+01,41.89850107,12.44059004,4.851987341
105,2002/1/14,04:41:03.537093+01,41.83860275,12.45935546,5.919340923
105,2002/1/14,04:45:05.494332+01,41.82130588,12.41605097,4.924916749
105,2002/1/14,20:46:39.741404+01,41.8729346,12.4484692,10.2632272
105,2002/1/14,21:18:15.951823+01,41.88176729,12.4608642,12.35840233
105,2002/1/14,22:53:16.26026+01,41.92656227,12.46195988,10.78727557
105,2002/2/14,00:00:13.668611+01,41.89621848,12.48295823,7.10414552
105,2002/2/14,01:40:00.857493+01,41.89937647,12.45243449,4.721885576
105,2002/2/14,04:14:17.360555+01,41.88048332,12.5413786,5.903108519
105,2002/2/14,04:33:59.619222+01,41.83356291,12.53864261,7.442501299
105,2002/2/14,04:43:58.183092+01,41.83939842,12.45167305,5.039072873
105,2002/2/14,05:01:05.59289+01,41.8356185,12.57212786,5.01583288
105,2002/3/14,05:35:19.43676+01,41.80293246,12.43709523,4.943545777
105,2002/3/14,08:32:04.987118+01,41.84033106,12.45292254,11.26473539
105,2002/3/14,08:58:49.946657+01,41.85717991,12.44062652,7.373413571
105,2002/3/14,10:02:24.046047+01,41.87796785,12.45327774,11.09704796
105,2002/3/14,11:59:55.208561+01,41.87313081,12.44587855,7.81047584
105,2002/3/14,12:03:10.624609+01,41.87313081,12.44587855,11.70735306
106,2002/2/14,19:42:44.315719+01,41.8911621,12.5645701,9.79762678
106,2002/3/14,15:47:45.164639+01,41.91732554,12.54263673,14.20609244
106,2002/3/14,16:19:16.030044+01,41.92662531,12.48121065,15.10983411
106,2002/3/14,17:59:59.259307+01,41.90326661,12.4873711,16.88097344
106,2002/3/14,18:00:14.462216+01,41.90337256,12.48773426,10.69536747
106,2002/3/14,18:50:26.671904+01,41.89946995,12.45276262,10.65413302
106,2002/3/14,19:10:19.756139+01,41.8560374,12.44012242,11.95076241
106,2002/3/14,19:13:05.258865+01,41.83915325,12.45331237,13.16259138
106,2002/3/14,23:37:03.754056+01,41.88051491,12.5413447,11.99671521
107,2002/3/14,15:16:32.360856+01,41.98141014,12.51673616,15.39186845
107,2002/3/14,16:13:19.888251+01,41.92562825,12.48163928,18.02891688
107,2002/3/14,18:51:14.826374+01,41.92488734,12.53242419,12.58357953
109,2002/1/14,07:15:46.117919+01,41.90394191,12.48899285,10.67225573
109,2002/1/14,10:42:47.335753+01,41.92068925,12.4479173,8.828077685
109,2002/1/14,13:04:14.116643+01,41.90760115,12.49060165,12.00343195
109,2002/1/14,13:56:26.259974+01,41.8997374,12.45194056,13.80232272
109,2002/2/14,10:00:23.191749+01,41.9264009,12.48137619,9.978712043
109,2002/2/14,11:59:52.190345+01,41.91059544,12.51347179,9.599943985
109,2002/2/14,14:28:35.896757+01,41.8638044,12.4737867,11.12924984
109,2002/3/14,05:59:49.3276+01,41.92074793,12.49188995,7.084578099
109,2002/3/14,08:39:12.299512+01,41.94706691,12.45260791,8.855075952
109,2002/3/14,09:13:22.79447+01,41.91501448,12.45244709,10.1394587
109,2002/3/14,09:24:02.329505+01,41.94784052,12.46474163,10.99979984
109,2002/3/14,11:59:57.141714+01,41.92061066,12.48031508,13.71632203
109,2002/3/14,13:32:07.754068+01,41.91320992,12.50683529,22.97126615
109,2002/4/14,08:39:12.299512+01,41.94706691,12.45260791,6.855075952
110,2002/3/14,13:20:22.738093+01,41.89432197,12.48119205,16.50548048
110,2002/3/14,17:29:40.079238+01,41.87211342,12.4522812,12.06880694
110,2002/3/14,18:00:03.617476+01,41.88175737,12.46089191,11.78904523
110,2002/3/14,20:44:27.565857+01,41.90803933,12.45239958,10.01482734
112,2002/1/14,06:01:27.272409+01,41.9263654,12.4830592,8.905672714
112,2002/1/14,10:58:38.43602+01,41.86984192,12.44847841,8.643520517
112,2002/1/14,11:01:26.510955+01,41.87136851,12.45936724,10.66498181
112,2002/1/14,14:34:46.834759+01,41.91586,12.48237808,15.85581186
112,2002/1/14,14:38:01.896586+01,41.9271923,12.47036421,13.46558069
112,2002/2/14,05:59:47.678563+01,41.9208037,12.48037765,7.112564554
112,2002/2/14,06:00:03.333802+01,41.9208037,12.48037765,10.2329162
112,2002/2/14,10:56:25.660227+01,41.92817469,12.47376532,7.904003446
112,2002/2/14,11:15:47.997218+01,41.93376811,12.42637575,8.91933763
112,2002/2/14,12:00:04.932218+01,41.91207057,12.47738147,15.53069298
112,2002/3/14,09:38:38.96326+01,41.81619223,12.36717215,8.547751802
112,2002/3/14,10:13:07.389121+01,41.90958639,12.45159673,8.230353231
112,2002/3/14,10:13:22.678705+01,41.9098714,12.45283565,10.41207313
112,2002/3/14,13:49:38.103188+01,41.90820667,12.5339014,14.52648361
112,2002/3/14,14:08:29.115948+01,41.93312883,12.47043606,13.64807886
113,2002/2/14,16:31:03.654914+01,41.93780384,12.54076238,13.32005228
113,2002/2/14,17:59:56.952647+01,41.92045239,12.48018416,15.49642535
113,2002/2/14,18:00:12.428711+01,41.92045239,12.48018416,12.06259491
113,2002/2/14,22:50:24.911804+01,41.91771537,12.54114182,9.353361831
113,2002/3/14,00:00:06.605797+01,41.91049714,12.61130399,6.670168944
113,2002/3/14,00:00:39.542925+01,41.90966776,12.5297561,7.871063458
113,2002/3/14,00:55:26.098929+01,41.92756595,12.52445855,6.488991608
113,2002/3/14,02:00:35.183116+01,41.96526867,12.62800706,5.667547722
113,2002/3/14,16:26:31.656994+01,41.96495408,12.62778156,12.81505735
113,2002/3/14,17:11:17.747027+01,41.93779487,12.54056352,13.26899876
113,2002/3/14,18:00:14.223519+01,41.93550492,12.53457787,10.85880076
113,2002/3/14,18:33:41.056497+01,41.92623015,12.38116037,10.12917776
113,2002/3/14,23:59:48.171986+01,41.79996057,12.42711342,11.43671117
113,2002/4/14, 18:33:25.962722+01,41.92996017,12.38081839,8.813898123
115,2002/2/14,21:56:25.925468+01,41.85584245,12.4461131,10.96249528
115,2002/2/14,22:02:14.868089+01,41.86146306,12.45237073,9.064752286
115,2002/2/14,23:59:54.969316+01,41.90650668,12.45832574,12.06246632
115,2002/3/14,01:52:16.077436+01,41.90661511,12.451552,4.713800749
115,2002/3/14,02:16:41.642875+01,41.92696932,12.46123062,7.029638965
115,2002/3/14,05:19:57.816261+01,41.89983063,12.45334458,8.579492651
115,2002/3/14,22:01:27.359018+01,41.90762431,12.45124015,10.76206325
115,2002/3/14,23:04:34.621307+01,41.92747653,12.51098019,8.48558
115,2002/3/14,23:59:48.304051+01,41.8926916,12.46924057,13.66780921
117,2002/3/14,15:20:21.500352+01,41.8889261,12.44997685,12.5805726
117,2002/3/14,15:20:36.435677+01,41.88896684,12.45302197,16.96743788
117,2002/3/14,17:12:23.466749+01,41.8166174,12.37090351,13.39874272
117,2002/3/14,17:13:22.142371+01,41.83183782,12.46555456,13.75291641
117,2002/3/14,21:01:36.261542+01,41.89562059,12.48253464,13.05459286
117,2002/3/14,21:57:24.369622+01,41.92662886,12.45839528,11.12423317
117,2002/3/14,22:11:51.102442+01,41.9262975,12.42631589,10.27745946
117,2002/3/14,22:26:18.494052+01,41.8572875,12.37657242,11.31405682
117,2002/4/14, 22:01:35.493808+01,41.94044268,12.44107429,9.603655243
118,2002/3/14,22:01:39.707502+01,41.91015315,12.47389337,12.82469154
119,2002/2/14,19:39:15.858012+01,41.83998612,12.45242656,10.55056662
119,2002/2/14,19:47:30.775193+01,41.85821087,12.47428252,11.88406841
119,2002/2/14,23:20:54.667286+01,41.8563986,12.4736014,13.57866741
119,2002/3/14,00:00:10.84395+01,41.89590422,12.4766953,8.340085966
119,2002/3/14,17:36:41.829978+01,41.83338158,12.42996996,13.4538776
119,2002/3/14,17:42:01.821967+01,41.84041424,12.45314808,14.62734505
119,2002/3/14,17:59:51.531398+01,41.87153546,12.47997602,14.97049172
119,2002/3/14,18:00:08.190782+01,41.87168049,12.4800042,12.93250501
119,2002/3/14,19:15:23.54767+01,41.84074021,12.45363419,12.43399281
119,2002/3/14,22:29:29.693188+01,41.85748796,12.37664141,10.70101197
119,2002/3/14,23:56:26.595507+01,41.89928229,12.45256393,9.916136355
120,2002/1/14,14:10:00.576938+01,41.909544,12.45135402,11.7917299
120,2002/1/14,15:22:47.155589+01,41.8991598,12.50082351,14.47162162
120,2002/1/14,17:55:25.358983+01,41.84613944,12.47282627,13.83633888
120,2002/1/14,18:00:10.08531+01,41.84176848,12.46733473,11.05815467
120,2002/1/14,19:55:15.14891+01,41.9029535,12.48112451,12.39151428
120,2002/2/14,14:02:35.87413+01,41.9074478,12.4497866,11.1763213
120,2002/2/14,14:06:27.559122+01,41.91019389,12.45406271,16.42925751
120,2002/2/14,20:33:50.419561+01,41.90993152,12.45289783,11.3048988
120,2002/2/14,20:34:05.685487+01,41.90983959,12.45247533,10.16730379
120,2002/3/14,13:27:54.226818+01,41.9074478,12.4497866,11.97115741
120,2002/3/14,13:30:01.126406+01,41.91021217,12.45422876,15.70426724
120,2002/3/14,15:40:54.752146+01,41.92657436,12.52795223,13.84560327
120,2002/3/14,15:43:39.841868+01,41.91788413,12.54065177,14.84515152
120,2002/3/14,18:50:07.883522+01,41.85721541,12.55650782,10.22099938
120,2002/3/14,18:58:38.632221+01,41.86670475,12.54192478,11.6864241
120,2002/3/14,20:35:44.954648+01,41.91017857,12.45364781,13.11924036
120,2002/3/14,20:36:00.290182+01,41.90989121,12.45252151,9.057030307
120, 03/02/2014, 15:28:39.678268+01,41.93516864,12.42673365,11.21843911
121,2002/1/14,09:06:10.001529+01,41.91096541,12.4868459,9.803826154
121,2002/1/14,11:02:01.579568+01,41.92702803,12.47569253,9.671217623
121,2002/1/14,12:49:44.081827+01,41.91803429,12.49165894,13.58586933
121,2002/1/14,13:15:32.983272+01,41.91425822,12.4515608,12.11663106
121,2002/2/14,11:59:46.359782+01,41.90303418,12.46993513,10.73369452
121,2002/2/14,13:25:33.811504+01,41.85735052,12.47378507,13.39040746
121,2002/2/14,14:02:58.947664+01,41.83967286,12.45220539,12.00770605
121,2002/2/14,14:41:13.130993+01,41.88014505,12.48045253,13.98666667
121,2002/3/14,07:43:47.029159+01,41.88714865,12.54125895,10.84412226
121,2002/3/14,08:43:44.539301+01,41.92639147,12.48004211,9.88117181
121,2002/3/14,11:59:45.142255+01,41.91814033,12.49155873,10.25829359
121,2002/3/14,12:30:42.502418+01,41.92633415,12.52335808,13.40311868
121,2002/3/14,13:26:54.379504+01,41.9274744,12.5640317,12.65421336
121,2002/3/14,13:35:25.576461+01,41.89782215,12.53938132,18.76444173
121,2002/3/14,13:37:24.787517+01,41.89302786,12.5416527,14.97173692
122,2002/1/14,00:03:03.814737+01,41.90998907,12.49413621,7.634645884
122,2002/1/14,23:00:33.820869+01,41.85680693,12.37692295,11.54485434
122,2002/1/14,23:02:33.689176+01,41.88452914,12.38189259,9.820877249
122,2002/1/14,23:39:58.350331+01,41.8959388,12.4826228,12.49304802
122,2002/2/14,00:00:00.192242+01,41.8959388,12.4826228,7.563052944
122,2002/2/14,01:37:03.594513+01,41.89345113,12.43607023,5.130402191
123,2002/3/14,14:08:29.551695+01,41.98264425,12.51441143,14.98320534
124,2002/1/14,04:48:12.258321+01,41.9113714,12.41850898,4.9169733
124,2002/1/14,05:40:21.00872+01,41.90347131,12.48796328,5.005105249
124,2002/1/14,08:06:40.302124+01,41.81862122,12.39431463,6.66338365
124,2002/1/14,08:10:36.00639+01,41.84035491,12.45294572,13.85200605
124,2002/1/14,10:49:48.579123+01,41.90751479,12.49031101,12.88092881
124,2002/1/14,13:22:58.375005+01,41.88927795,12.49375987,13.28133415
124,2002/2/14,04:45:40.771919+01,41.9236104,12.4081826,5.580673957
124,2002/2/14,05:59:55.770457+01,41.90427944,12.49453958,6.238767361
124,2002/2/14,06:00:10.564403+01,41.90427944,12.49453958,8.172500277
124,2002/2/14,08:14:38.364985+01,41.81625476,12.36834102,7.415389311
124,2002/2/14,10:40:40.881745+01,41.85681168,12.47392765,9.822220815
124,2002/2/14,12:00:06.806612+01,41.90648823,12.4590023,16.57254759
124,2002/2/14,12:24:33.55743+01,41.90174298,12.44573641,13.99499713
124,2002/3/14,04:49:16.813722+01,41.90764246,12.45100228,5.753006851
124,2002/3/14,05:59:48.758467+01,41.90439396,12.49469224,7.435481176
124,2002/3/14,06:00:03.7584+01,41.90436114,12.49466593,11.7407373
124,2002/3/14,10:41:27.049397+01,41.92728386,12.52793169,11.12400901
124,2002/3/14,11:32:22.721124+01,41.92688321,12.57461559,10.64233646
124,2002/3/14,11:40:30.670366+01,41.90869393,12.54080554,10.76848998
124,2002/3/14,12:00:00.021753+01,41.90980898,12.52972608,15.13251959
125,2002/3/14,14:18:26.659148+01,41.99455686,12.49574102,14.11003551
125,2002/3/14,16:45:23.986758+01,41.97449842,12.54195942,12.62214272
125,2002/3/14,17:59:49.49981+01,41.90993286,12.49835447,16.14337687
125,2002/3/14,18:00:04.673967+01,41.91042587,12.49821014,14.00890057
125,2002/3/14,19:26:18.591768+01,41.85700388,12.49411714,13.54228134
125,2002/3/14,19:33:32.695316+01,41.84016875,12.45248112,11.41843301
125,2002/3/14,20:39:21.830159+01,41.92541333,12.3814288,9.935693766
125,2002/4/14, 20:46:52.224551+01,41.98151823,12.45009526,8.321767384
125, 03/02/2014, 14:35:38.672209+01,41.94581824,12.45155309,10.48692266
126,2002/3/14,16:00:33.478449+01,41.8286108,12.45382791,14.33519426
126,2002/3/14,16:39:48.881849+01,41.81643142,12.36860403,11.99346553
126,2002/3/14,18:56:05.219468+01,41.81642552,12.3696078,11.73931511
127,2002/1/14,05:54:50.442401+01,41.88047087,12.50847291,7.326038027
127,2002/1/14,07:39:19.984446+01,41.83868051,12.45895771,10.41620435
127,2002/1/14,07:41:07.675599+01,41.8314916,12.43967606,8.154190087
127,2002/1/14,10:19:59.063498+01,41.89647811,12.46119207,9.418209715
127,2002/1/14,11:14:15.039785+01,41.86160058,12.44403929,9.292604941
127,2002/1/14,12:11:00.1896+01,41.81718579,12.37934069,13.03767481
127,2002/1/14,12:18:30.099785+01,41.88873378,12.40720856,12.52005875
127,2002/1/14,12:29:45.684567+01,41.90021397,12.45623045,15.74175397
127,2002/1/14,14:23:04.5064+01,41.8421448,12.47278849,12.79935594
127,2002/2/14,09:34:11.204468+01,41.9493779,12.45516716,9.392172203
127,2002/2/14,09:36:36.201846+01,41.93473712,12.44234016,8.879043932
127,2002/2/14,10:38:23.13729+01,41.86072489,12.37500394,8.51447564
127,2002/2/14,11:08:02.888818+01,41.83762256,12.45063211,7.303163169
127,2002/2/14,11:08:17.996313+01,41.84040107,12.45301006,10.73282054
127,2002/2/14,11:59:50.446603+01,41.89931995,12.49106647,9.598147738
127,2002/2/14,12:42:04.576276+01,41.83886243,12.45126876,11.64959124
127,2002/2/14,14:53:45.778311+01,41.85743713,12.49517666,15.69586627
127,2002/2/14,15:29:47.040984+01,41.90243881,12.48430957,14.55758723
127,2002/3/14,05:13:58.874736+01,41.90238104,12.48435496,9.460121552
127,2002/3/14,05:32:38.967864+01,41.83929097,12.45189025,5.495433149
127,2002/3/14,05:38:25.486539+01,41.85736385,12.49508175,6.402906076
127,2002/3/14,07:18:06.369244+01,41.92738078,12.52826506,9.377922213
127,2002/3/14,10:48:55.25756+01,41.87007581,12.45317183,12.03580603
127,2002/3/14,10:49:18.409993+01,41.86894559,12.45241278,7.481738956
127,2002/3/14,11:04:07.029183+01,41.81631195,12.36746469,6.861194881
127,2002/3/14,12:49:16.632782+01,41.83444747,12.44809638,12.76169015
127,2002/3/14,12:51:01.687421+01,41.83899467,12.45291072,15.98642985
127,2002/3/14,13:02:43.733684+01,41.86879276,12.46692674,17.77543755
127,2002/3/14,14:02:01.168968+01,41.8546708,12.54112646,13.05686274
128,2002/1/14,07:46:55.688208+01,41.90752593,12.49085642,9.401609176
128,2002/1/14,13:31:45.021212+01,41.88760255,12.51443565,14.47472701
128,2002/2/14,06:33:56.802356+01,41.86820027,12.53037439,9.575005215
128,2002/2/14,07:51:41.914876+01,41.85496073,12.54066886,8.566125745
128,2002/2/14,12:00:00.194327+01,41.90317167,12.49611332,16.92726418
128,2002/3/14,06:42:34.521994+01,41.86744307,12.53007069,10.09894295
128,2002/3/14,10:56:06.412204+01,41.85415193,12.49765747,11.62575043
128,2002/3/14,13:36:35.89871+01,41.86487485,12.53324392,16.84029653
129,2002/2/14,17:51:42.387333+01,41.81159819,12.62413837,10.25933554
129,2002/2/14,20:18:16.387333+01,41.81159819,12.62413837,9.915376146
129,2002/2/14,20:25:15.087768+01,41.85971208,12.59942409,12.55111114
129,2002/2/14,20:41:36.825754+01,41.9003589,12.53959153,12.5851605
129,2002/2/14,21:37:17.601054+01,41.92583724,12.44722595,10.4491076
129,2002/3/14,02:06:57.060127+01,41.89912174,12.45211045,5.952621256
129,2002/3/14,03:52:26.282751+01,41.92634114,12.48629274,5.57777938
129,2002/3/14,04:03:27.369483+01,41.96030527,12.45176622,4.790052318
129,2002/3/14,05:47:24.305612+01,41.86822301,12.53933537,6.395651591
129,2002/3/14,05:50:39.684502+01,41.85812874,12.55981936,7.762917872
129,2002/3/14,05:50:54.296585+01,41.85718557,12.56148281,7.010847243
129,2002/3/14,06:20:50.222408+01,41.81046033,12.62493576,12.06725546
129,2002/3/14,21:04:09.46839+01,41.85441742,12.59789203,8.480126072
129,2002/3/14,21:04:25.281141+01,41.85786447,12.59890314,11.63022781
129,2002/3/14,22:59:59.794148+01,41.9166412,12.4471265,9.776230736
129,2002/3/14,23:59:56.35122+01,41.90171875,12.47486543,16.48831494
130,2002/3/14,06:37:40.436819+01,41.92669835,12.50577073,11.38367471
130,2002/3/14,10:53:43.050685+01,41.89975752,12.45276,9.369301852
130,2002/3/14,11:59:54.521985+01,41.90536928,12.49846724,11.0026162
130,2002/3/14,12:00:10.684439+01,41.90660721,12.50030963,15.65230898
130,2002/3/14,14:30:36.425338+01,41.93037527,12.50912694,14.9969923
131,2002/3/14,15:31:43.704785+01,41.83816224,12.45082694,14.44692813
131,2002/3/14,17:47:32.421507+01,41.85599127,12.47724292,18.51707596
131,2002/3/14,17:59:48.230103+01,41.89010519,12.48085093,18.68922926
131,2002/3/14,18:00:01.220103+01,41.89058639,12.48066229,11.60769887
131,2002/3/14,20:38:18.693034+01,41.83794801,12.45065549,10.23166262
131,2002/3/14,20:58:19.76032+01,41.84115311,12.45341058,11.82112599
131,2002/3/14,21:04:33.749788+01,41.86876697,12.45224233,12.74151721
132,2002/1/14,00:00:25.697679+01,41.85683589,12.47737734,5.043401442
132,2002/1/14,00:17:52.078778+01,41.89176701,12.47017952,7.992371674
132,2002/1/14,00:33:20.827526+01,41.92669346,12.52382213,5.388151177
132,2002/1/14,00:41:00.858021+01,41.92634971,12.54276789,5.593423452
132,2002/1/14,00:45:03.491872+01,41.91339948,12.55574045,5.398516128
132,2002/1/14,16:22:39.115753+01,41.84939411,12.6080829,13.34692097
132,2002/1/14,16:59:08.926888+01,41.85183209,12.5273774,17.03492322
132,2002/1/14,17:09:33.583923+01,41.88814574,12.49025139,12.98740503
132,2002/1/14,18:58:40.452004+01,41.90236526,12.47942007,11.87687528
132,2002/1/14,22:47:05.96498+01,41.89418752,12.43740648,9.422480392
132,2002/2/14,00:00:14.220582+01,41.90646291,12.48134973,6.090328972
132,2002/2/14,01:28:48.183559+01,41.85809361,12.44141025,6.531873839
132,2002/2/14,01:33:04.758345+01,41.84831672,12.41974575,5.255539275
132,2002/2/14,16:30:04.600011+01,41.85734977,12.56144202,12.01178192
132,2002/2/14,16:35:04.632979+01,41.86624237,12.54257724,14.56546428
132,2002/2/14,17:40:19.725605+01,41.85824882,12.47081931,15.87937799
132,2002/2/14,17:40:34.719325+01,41.85722527,12.47114666,17.67882622
132,2002/2/14,18:11:03.229677+01,41.79077348,12.48125437,15.37467613
132,2002/2/14,18:29:32.600011+01,41.85734977,12.56144202,11.70007369
132,2002/2/14,21:13:05.507009+01,41.86819611,12.53935053,13.09711814
132,2002/2/14,21:16:56.349302+01,41.86001956,12.56022158,11.66325461
134,2002/1/14,13:05:42.136312+01,41.92663952,12.42660785,11.06353454
134,2002/1/14,13:13:57.448164+01,41.93872234,12.45820772,12.35683285
134,2002/1/14,14:25:34.017951+01,41.91281795,12.44153241,11.97822191
134,2002/1/14,14:54:03.470588+01,41.85043333,12.48463228,13.60095081
134,2002/1/14,16:57:06.230151+01,41.90013253,12.45720759,16.50490824
134,2002/1/14,18:08:16.21808+01,41.89563478,12.44867266,9.973421879
134,2002/2/14,13:00:12.341409+01,41.94583284,12.45161125,12.53648945
134,2002/2/14,13:08:55.786738+01,41.9258584,12.46176877,15.19949445
134,2002/2/14,17:18:11.565717+01,41.83941894,12.45175213,13.01125952
134,2002/2/14,17:59:58.090959+01,41.85025466,12.47428163,14.33563281
134,2002/2/14,18:01:58.998878+01,41.85690617,12.47391554,12.90827896
134,2002/2/14,18:02:14.561955+01,41.8583649,12.47429267,11.89310467
134,2002/2/14,18:59:43.42979+01,41.93110785,12.42636362,8.172282015
134,2002/2/14,19:04:44.15909+01,41.9255662,12.41454116,10.09527206
134,2002/3/14,12:16:04.883312+01,41.90989527,12.45278869,12.38125956
134,2002/3/14,12:16:18.077821+01,41.9102822,12.45433286,16.35309915
134,2002/3/14,16:43:47.452579+01,41.9269126,12.46119514,14.17175941
134,2002/3/14,18:34:37.262007+01,41.92564488,12.44766912,10.26346956
134,2002/3/14,19:46:58.789772+01,41.91185876,12.45321183,12.0995767
134,2002/4/14, 18:00:08.208019+01,41.92929191,12.42744315,9.070611709
134, 03/02/2014, 17:59:52.845347+01,41.92929848,12.42741669,12.27305741
135,2002/1/14,00:15:35.78052+01,41.93295331,12.51225137,5.979512255
135,2002/1/14,01:27:33.03701+01,41.9035492,12.48408036,7.321591239
135,2002/1/14,01:49:17.742899+01,41.89497526,12.56408771,6.312137823
135,2002/1/14,02:38:17.777747+01,41.90123272,12.43856746,4.363890064
135,2002/1/14,02:51:40.884296+01,41.81654756,12.36986943,4.848310164
135,2002/1/14,16:02:44.917677+01,41.81840473,12.39229206,12.19954512
135,2002/1/14,16:07:59.138396+01,41.84284936,12.46876711,14.72479355
135,2002/1/14,17:10:14.131709+01,41.89873681,12.45109103,12.36368066
135,2002/1/14,17:25:44.160836+01,41.89778793,12.46935997,14.04211271
135,2002/1/14,17:52:02.033731+01,41.92703854,12.52409403,12.18560188
135,2002/1/14,18:00:22.580528+01,41.93939474,12.54092955,9.308234906
135,2002/1/14,19:20:19.241653+01,41.90239422,12.47943365,11.88313105
135,2002/1/14,21:48:10.944055+01,41.91072235,12.61563096,11.29546011
135,2002/1/14,21:51:39.775532+01,41.8551562,12.59792638,8.221628584
135,2002/1/14,22:53:56.86469+01,41.84789948,12.53395778,10.86470362
135,2002/1/14,23:47:50.02064+01,41.92642702,12.46143402,9.757572926
135,2002/1/14,23:59:50.064822+01,41.96285792,12.40462931,8.048912839
135,2002/2/14,00:00:04.997083+01,41.96197347,12.4040856,5.104149141
135,2002/2/14,00:10:13.136403+01,41.92556634,12.44711232,4.600021728
135,2002/2/14,02:35:56.721071+01,41.92589657,12.47334225,6.959133537
135,2002/2/14,03:02:49.386391+01,41.85468647,12.37760488,5.059471526
135,2002/2/14,15:55:03.897488+01,41.83896247,12.45164374,13.26325209
135,2002/2/14,15:55:18.568713+01,41.84080777,12.45428573,14.07917696
135,2002/2/14,17:14:54.104908+01,41.90979419,12.45186538,11.88584003
135,2002/2/14,17:21:53.42334+01,41.92699674,12.44680176,12.67404923
135,2002/2/14,17:59:55.02372+01,41.91552696,12.46380243,14.34460319
135,2002/2/14,22:17:43.493855+01,41.95148631,12.45211691,8.600771099
135,2002/2/14,23:59:59.685655+01,41.89794053,12.4689423,11.80202577
135,2002/3/14,00:00:15.414205+01,41.89796088,12.46890176,8.049178969
135,2002/3/14,01:56:14.681528+01,41.85733626,12.47376648,6.54347302
135,2002/3/14,02:02:14.728935+01,41.8385987,12.45106154,5.106405026
135,2002/3/14,16:10:09.250534+01,41.83797043,12.45084853,12.2871025
135,2002/3/14,16:10:24.260433+01,41.8405718,12.4533479,14.94865963
135,2002/3/14,17:45:22.70565+01,41.92552018,12.45864947,16.52221316
135,2002/3/14,17:59:51.115381+01,41.94234908,12.48323958,11.91195204
135,2002/3/14,18:53:19.529254+01,41.92656629,12.50580179,10.86603408
135,2002/3/14,18:53:29.441652+01,41.92603344,12.50668728,13.45167441
135,2002/3/14,21:49:48.443025+01,41.85316023,12.37832992,10.89567903
135,2002/3/14,22:01:49.823782+01,41.89902561,12.45201096,9.489325118
137,2002/1/14,05:29:19.327476+01,41.90394604,12.48908293,6.560533896
137,2002/1/14,08:18:37.618242+01,41.92648328,12.52798339,9.724830856
137,2002/1/14,08:58:57.097536+01,41.90311619,12.49611806,10.08334653
137,2002/1/14,09:29:28.85331+01,41.80753995,12.57700506,9.007058994
137,2002/1/14,10:37:48.091306+01,41.85713939,12.4739516,9.778989572
137,2002/2/14,04:30:33.537861+01,41.91094563,12.49280914,6.817152663
137,2002/2/14,11:04:36.534827+01,41.83931589,12.45159151,8.093829836
137,2002/2/14,11:37:53.542091+01,41.85720958,12.47398796,10.66702981
137,2002/2/14,11:59:53.293552+01,41.90350262,12.48858364,9.803155982
137,2002/2/14,12:00:08.767655+01,41.90350262,12.48858364,14.56375449
137,2002/3/14,05:59:54.427685+01,41.90395316,12.48911527,8.463046839
137,2002/3/14,06:00:09.411486+01,41.90395316,12.48911527,12.00868719
137,2002/3/14,09:14:56.2798+01,41.82105645,12.41572617,7.840203653
137,2002/3/14,09:38:56.734112+01,41.84036241,12.45295399,11.07644406
137,2002/3/14,12:00:02.095205+01,41.90742701,12.48925871,14.42465734
137,2002/3/14,13:17:08.462146+01,41.84854902,12.51552495,14.56729525
138,2002/3/14,06:46:27.499408+01,41.9845813,12.4103917,8.529116165
138,2002/3/14,06:59:01.923712+01,41.95968611,12.45343755,9.695083468
138,2002/3/14,09:59:17.503575+01,41.91513106,12.45255052,8.487660819
138,2002/3/14,11:59:48.612951+01,41.90706988,12.48852982,11.26035036
138,2002/3/14,14:21:43.346631+01,41.88732018,12.47876366,15.18407962
139,2002/2/14,17:59:57.151051+01,41.90596541,12.48934983,14.01666694
139,2002/2/14,18:00:10.540429+01,41.90519668,12.4879442,12.19185503
139,2002/2/14,18:52:14.346725+01,41.8994461,12.45276263,8.834340434
139,2002/3/14,00:00:15.367583+01,41.89714241,12.47269843,8.612148084
139,2002/3/14,16:59:14.731984+01,41.88880887,12.46444204,17.69241999
139,2002/3/14,17:16:01.721123+01,41.8701539,12.45256773,12.16387119
139,2002/3/14,18:25:54.15349+01,41.87018146,12.45240448,9.509610783
139,2002/3/14,19:43:58.225231+01,41.92692773,12.47053808,10.14505223
139,2002/3/14,23:59:54.920312+01,41.89197102,12.4745303,12.50068715
140,2002/1/14,08:25:39.963814+01,41.96905591,12.49128198,8.974905191
140,2002/1/14,08:47:52.994607+01,41.97109044,12.43451307,8.154006797
